Deal ID,Deal Owner, Deal Amount ,Project name,Deal_Closing_Date,Stage,Probability,Created_By,Modified_By,Created_Time,Modified_Time,Currency,Exchange_Rate,Last_Activity_Time,Sales_Cycle_Duration,Overall_Sales_Duration,User_Modified_Time,System_Modified_Time,Change_Log_Time__s,City_State,Country,Potential_Lead_Source,Focussed_Non_focussed_Industry,Industry_Type,Management_Type2,Client_Type,Ownership_Type,Date_on_which_proposal_sent,Original_expected_closure_date,Date_on_which_became_a_Potential,Engagement_Tenure_months,Date_on_which_became_a_Qualified_Prospect,Monthly_recurring_revenue_amount,Date_on_which_walk_through_scheduled,Date_on_which_walk_through_conducted,Services,Engagement_type,CEC_Video_Used,Client_s_Problem_Statement,Nature_of_Potential,Date_on_which_follow_up_conducted,Date_on_which_converted_to_a_client,Date_on_which_follow_up_scheduled,Mandate_start_date,Mandate_end_date,Methodology,Date_on_which_client_lost,Reason_for_loss_of_potential,Payment_Method,Designation of Deal contact,SBU,Financial_Year,Potential_Rating,Wether_Related_To,Project_Tag,Date_on_which_became_Need_Identification,GTM Segment1,Category_A_B_C,Stage group,How_do_we_perceive_the_client,Quality_Score,How_does_the_client_position_us
655193000001701098,655193000001491001,  -   ,11,,Lead - Attempt to Contact,10,655193000001491001,655193000001491001,7/11/24 16:03,7/12/24 0:35,USD,0,7/12/24 0:35,,,,7/12/24 0:35,,California,USA,Founder - SV,Focused,IT SAAS,,,,,,,,,,,,,,Yes,,New,,,,,,,,,,CEO & Co-founder,,,Cold,,Solution Design,,Others,C,Lead,,,
655193000001701093,655193000001491001,  -   ,12,,Lead - Attempt to Contact,10,655193000001491001,655193000001491001,7/11/24 16:03,7/12/24 0:35,USD,0,7/12/24 0:35,,,,7/12/24 0:35,,California,USA,Founder - SV,Focused,IT SAAS,,,,,,,,,,,,,,Yes,,New,,,,,,,,,,Co-Founder & CEO,,,Cold,,Solution Design,,Others,C,Lead,,,
655193000001701090,655193000001491001,  -   ,13,,Lead - Attempt to Contact,10,655193000001491001,655193000001491001,7/11/24 16:03,7/12/24 0:35,USD,0,7/12/24 0:35,,,,7/12/24 0:35,,California,USA,Founder - SV,Focused,IT SAAS,,,,,,,,,,,,,,Yes,,New,,,,,,,,,,President & CEO,,,Cold,,Solution Design,,Others,C,Lead,,,
655193000001701073,655193000001491001,  -   ,14,,Lead - Attempt to Contact,10,655193000001491001,655193000001491001,7/11/24 16:03,7/12/24 0:35,USD,0,7/12/24 0:35,,,,7/12/24 0:35,,California,USA,Founder - SV,Focused,IT SAAS,,,,,,,,,,,,,,Yes,,New,,,,,,,,,,Climate Impact and Regeneration Lead,,,Cold,,Solution Design,,Others,C,Lead,,,
655193000001701068,655193000001491001,  -   ,15,,Lead - Attempt to Contact,10,655193000001491001,655193000001491001,7/11/24 16:03,7/12/24 0:35,USD,0,7/12/24 0:35,,,,7/12/24 0:35,,California,USA,Founder - SV,Focused,IT SAAS,,,,,,,,,,,,,,Yes,,New,,,,,,,,,,"Founder, Relatable",,,Cold,,Solution Design,,Others,C,Lead,,,
655193000001701062,655193000001491001,  -   ,16,,Lead - Attempt to Contact,10,655193000001491001,655193000001491001,7/11/24 16:03,7/12/24 0:35,USD,0,7/12/24 0:35,,,,7/12/24 0:35,,California,USA,Founder - SV,Focused,IT SAAS,,,,,,,,,,,,,,Yes,,New,,,,,,,,,,Co-Founder,,,Cold,,Solution Design,,Others,C,Lead,,,
655193000001701058,655193000001491001,  -   ,17,,Lead - Attempt to Contact,10,655193000001491001,655193000001491001,7/11/24 16:03,7/12/24 0:35,USD,0,7/12/24 0:35,,,,7/12/24 0:35,,California,USA,Founder - SV,Focused,IT SAAS,,,,,,,,,,,,,,Yes,,New,,,,,,,,,,"Chief Ethical and Humane Use Officer & EVP, Product",,,Cold,,Solution Design,,Others,C,Lead,,,
655193000001701048,655193000001491001,  -   ,18,,Lead - Attempt to Contact,10,655193000001491001,655193000001491001,7/11/24 16:03,7/12/24 0:35,USD,0,7/12/24 0:35,,,,7/12/24 0:35,,California,USA,Founder - SV,Focused,IT SAAS,,,,,,,,,,,,,,Yes,,New,,,,,,,,,,CEO & Co-founder,,,Cold,,Solution Design,,Others,C,Lead,,,
655193000001701039,655193000001491001,  -   ,19,,Lead - Attempt to Contact,10,655193000001491001,655193000001491001,7/11/24 16:03,7/12/24 0:35,USD,0,7/12/24 0:35,,,,7/12/24 0:35,,California,USA,Founder - SV,Focused,IT SAAS,,,,,,,,,,,,,,Yes,,New,,,,,,,,,,Director of Business Development,,,Cold,,Solution Design,,Others,C,Lead,,,
655193000001701032,655193000001491001,  -   ,20,,Lead - Attempt to Contact,10,655193000001491001,655193000001491001,7/11/24 16:03,7/12/24 0:35,USD,0,7/12/24 0:35,,,,7/12/24 0:35,,California,USA,Founder - SV,Focused,IT SAAS,,,,,,,,,,,,,,Yes,,New,,,,,,,,,,Founder & CEO,,,Cold,,Solution Design,,Others,C,Lead,,,
655193000001701031,655193000001491001,  -   ,21,,Lead - Attempt to Contact,10,655193000001491001,655193000001491001,7/11/24 16:03,7/12/24 0:35,USD,0,7/12/24 0:35,,,,7/12/24 0:35,,California,USA,Founder - SV,Focused,IT SAAS,,,,,,,,,,,,,,Yes,,New,,,,,,,,,,Partner - Global Talent Acquisition,,,Cold,,Solution Design,,Others,C,Lead,,,
655193000001701029,655193000001491001,  -   ,22,,Lead - Attempt to Contact,10,655193000001491001,655193000001491001,7/11/24 16:03,7/12/24 0:35,USD,0,7/12/24 0:35,,,,7/12/24 0:35,,California,USA,Founder - SV,Focused,IT SAAS,,,,,,,,,,,,,,Yes,,New,,,,,,,,,,Sr Director | Engineering Leader | Alta SaaS Protection (ASP),,,Cold,,Solution Design,,Others,C,Lead,,,
655193000001701026,655193000001491001,  -   ,23,,Lead - Attempt to Contact,10,655193000001491001,655193000001491001,7/11/24 16:03,7/12/24 0:35,USD,0,7/12/24 0:35,,,,7/12/24 0:35,,California,USA,Founder - SV,Focused,IT SAAS,,,,,,,,,,,,,,Yes,,New,,,,,,,,,,"Chief Executive Officer, Founder",,,Cold,,Solution Design,,Others,C,Lead,,,
655193000001701024,655193000001491001,  -   ,24,,Lead - Attempt to Contact,10,655193000001491001,655193000001491001,7/11/24 16:03,7/12/24 0:35,USD,0,7/12/24 0:35,,,,7/12/24 0:35,,California,USA,Founder - SV,Focused,IT SAAS,,,,,,,,,,,,,,Yes,,New,,,,,,,,,,Co-Founder & CEO,,,Cold,,Solution Design,,Others,C,Lead,,,
655193000001701016,655193000001491001,  -   ,25,,Lead - Attempt to Contact,10,655193000001491001,655193000001491001,7/11/24 16:03,7/12/24 0:35,USD,0,7/12/24 0:35,,,,7/12/24 0:35,,California,USA,Founder - SV,Focused,IT SAAS,,,,,,,,,,,,,,Yes,,New,,,,,,,,,,Founder,,,Cold,,Solution Design,,Others,C,Lead,,,
655193000001701015,655193000001491001,  -   ,26,,Lead - Attempt to Contact,10,655193000001491001,655193000001491001,7/11/24 16:03,7/12/24 0:35,USD,0,7/12/24 0:35,,,,7/12/24 0:35,,California,USA,Founder - SV,Focused,IT SAAS,,,,,,,,,,,,,,Yes,,New,,,,,,,,,,Co-Founder & CEO,,,Cold,,Solution Design,,Others,C,Lead,,,
655193000001701012,655193000001491001,  -   ,27,,Lead - Attempt to Contact,10,655193000001491001,655193000001491001,7/11/24 16:03,7/12/24 0:35,USD,0,7/12/24 0:35,,,,7/12/24 0:35,,California,USA,Founder - SV,Focused,IT SAAS,,,,,,,,,,,,,,Yes,,New,,,,,,,,,,Founding Member & MD - Engineering,,,Cold,,Solution Design,,Others,C,Lead,,,
655193000001701011,655193000001491001,  -   ,28,,Lead - Attempt to Contact,10,655193000001491001,655193000001491001,7/11/24 16:03,7/12/24 0:35,USD,0,7/12/24 0:35,,,,7/12/24 0:35,,California,USA,Founder - SV,Focused,IT SAAS,,,,,,,,,,,,,,Yes,,New,,,,,,,,,,Chief Growth Officer,,,Cold,,Solution Design,,Others,C,Lead,,,
655193000001701009,655193000001491001,  -   ,29,,Lead - Attempt to Contact,10,655193000001491001,655193000001491001,7/11/24 16:03,7/12/24 0:35,USD,0,7/12/24 0:35,,,,7/12/24 0:35,,California,USA,Founder - SV,Focused,IT SAAS,,,,,,,,,,,,,,Yes,,New,,,,,,,,,,VP of Strategic Human Resources,,,Cold,,Solution Design,,Others,C,Lead,,,
655193000001701006,655193000001491001,  -   ,30,,Lead - Attempt to Contact,10,655193000001491001,655193000001491001,7/11/24 16:03,7/12/24 0:35,USD,0,7/12/24 0:35,,,,7/12/24 0:35,,California,USA,Founder - SV,Focused,IT SAAS,,,,,,,,,,,,,,Yes,,New,,,,,,,,,,Co-Founder & CEO,,,Cold,,Solution Design,,Others,C,Lead,,,
655193000001700998,655193000001491001,  -   ,31,,Lead - Attempt to Contact,10,655193000001491001,655193000001491001,7/11/24 16:03,7/12/24 0:35,USD,0,7/12/24 0:35,,,,7/12/24 0:35,,California,USA,Founder - SV,Focused,IT SAAS,,,,,,,,,,,,,,Yes,,New,,,,,,,,,,Co-Founder & CEO,,,Cold,,Solution Design,,Others,C,Lead,,,
655193000001700993,655193000001491001,  -   ,32,,Lead - Attempt to Contact,10,655193000001491001,655193000001491001,7/11/24 16:03,7/12/24 0:35,USD,0,7/12/24 0:35,,,,7/12/24 0:35,,California,USA,Founder - SV,Focused,IT SAAS,,,,,,,,,,,,,,Yes,,New,,,,,,,,,,Founder & CEO,,,Cold,,Solution Design,,Others,C,Lead,,,
655193000001700986,655193000001491001,  -   ,33,,Lead - Attempt to Contact,10,655193000001491001,655193000001491001,7/11/24 16:03,7/12/24 0:35,USD,0,7/12/24 0:35,,,,7/12/24 0:35,,California,USA,Founder - SV,Focused,IT SAAS,,,,,,,,,,,,,,Yes,,New,,,,,,,,,,CEO and Co-Founder,,,Cold,,Solution Design,,Others,C,Lead,,,
655193000001700980,655193000001491001,  -   ,34,,Lead - Attempt to Contact,10,655193000001491001,655193000001491001,7/11/24 16:03,7/12/24 0:35,USD,0,7/12/24 0:35,,,,7/12/24 0:35,,California,USA,Founder - SV,Focused,IT SAAS,,,,,,,,,,,,,,Yes,,New,,,,,,,,,,Head of Marketing,,,Cold,,Solution Design,,Others,C,Lead,,,
655193000001700954,655193000001491001,  -   ,35,,Lead - Attempt to Contact,10,655193000001491001,655193000001491001,7/11/24 16:03,7/12/24 0:35,USD,0,7/12/24 0:35,,,,7/12/24 0:35,,California,USA,Founder - SV,Focused,IT SAAS,,,,,,,,,,,,,,Yes,,New,,,,,,,,,,Vice President of Solutions Engineering,,,Cold,,Solution Design,,Others,C,Lead,,,
655193000001700951,655193000001491001,  -   ,36,,Lead - Attempt to Contact,10,655193000001491001,655193000001491001,7/11/24 16:03,7/12/24 0:35,USD,0,7/12/24 0:35,,,,7/12/24 0:35,,California,USA,Founder - SV,Focused,IT SAAS,,,,,,,,,,,,,,Yes,,New,,,,,,,,,,Founder & CEO,,,Cold,,Solution Design,,Others,C,Lead,,,
655193000001700946,655193000001491001,  -   ,37,,Lead - Attempt to Contact,10,655193000001491001,655193000001491001,7/11/24 16:03,7/12/24 0:35,USD,0,7/12/24 0:35,,,,7/12/24 0:35,,California,USA,Founder - SV,Focused,IT SAAS,,,,,,,,,,,,,,Yes,,New,,,,,,,,,,Co-Founder & CEO,,,Cold,,Solution Design,,Others,C,Lead,,,
655193000001700945,655193000001491001,  -   ,38,,Lead - Attempt to Contact,10,655193000001491001,655193000001491001,7/11/24 16:03,7/12/24 0:35,USD,0,7/12/24 0:35,,,,7/12/24 0:35,,California,USA,Founder - SV,Focused,IT SAAS,,,,,,,,,,,,,,Yes,,New,,,,,,,,,,VP of Marketing and Partnerships,,,Cold,,Solution Design,,Others,C,Lead,,,
655193000001700942,655193000001491001,  -   ,39,,Lead - Attempt to Contact,10,655193000001491001,655193000001491001,7/11/24 16:03,7/12/24 0:35,USD,0,7/12/24 0:35,,,,7/12/24 0:35,,California,USA,Founder - SV,Focused,IT SAAS,,,,,,,,,,,,,,Yes,,New,,,,,,,,,,Director of Finance Solutions,,,Cold,,Solution Design,,Others,C,Lead,,,
655193000001701181,655193000001491001,  -   ,40,,Lead - Attempt to Contact,10,655193000001491001,655193000001491001,7/11/24 16:03,9/18/24 11:35,USD,0,9/18/24 11:35,,,,9/18/24 11:35,,California,USA,Founder - SV,Focused,IT SAAS,,,,,,,,,,,,,,Yes,,New,,,,,,,,,,"Chair, CEO",,,Cold,,Solution Design,,Others,C,Lead,,,
655193000001701170,655193000001491001,  -   ,41,,Lead - Attempt to Contact,10,655193000001491001,655193000001491001,7/11/24 16:03,9/18/24 12:16,USD,0,9/18/24 12:16,,,,9/18/24 12:16,,California,USA,Founder - SV,Focused,IT SAAS,,,,,,,,,,,,,,Yes,,New,,,,,,,,,,Chief Growth Officer,,,Cold,,Solution Design,,Others,C,Lead,,,
655193000001701133,655193000001491001,  -   ,42,,Lead - Attempt to Contact,10,655193000001491001,655193000001491001,7/11/24 16:03,9/18/24 12:16,USD,0,9/18/24 12:16,,,,9/18/24 12:16,,California,USA,Founder - SV,Focused,IT SAAS,,,,,,,,,,,,,,Yes,,New,,,,,,,,,,Founder and CEO,,,Cold,,Solution Design,,Others,C,Lead,,,
655193000001701121,655193000001491001,  -   ,43,,Lead - Attempt to Contact,10,655193000001491001,655193000001491001,7/11/24 16:03,9/18/24 12:16,USD,0,9/18/24 12:16,,,,9/18/24 12:16,,California,USA,Founder - SV,Focused,IT SAAS,,,,,,,,,,,,,,Yes,,New,,,,,,,,,,CEO,,,Cold,,Solution Design,,Others,C,Lead,,,
655193000001701115,655193000001491001,  -   ,44,,Lead - Attempt to Contact,10,655193000001491001,655193000001491001,7/11/24 16:03,9/18/24 12:16,USD,0,9/18/24 12:16,,,,9/18/24 12:16,,California,USA,Founder - SV,Focused,IT SAAS,,,,,,,,,,,,,,Yes,,New,,,,,,,,,,Chief Operating Officer,,,Cold,,Solution Design,,Others,C,Lead,,,
655193000001701106,655193000001491001,  -   ,45,,Lead - Attempt to Contact,10,655193000001491001,655193000001491001,7/11/24 16:03,9/18/24 11:35,USD,0,9/18/24 11:35,,,,9/18/24 11:35,,California,USA,Founder - SV,Focused,IT SAAS,,,,,,,,,,,,,,Yes,,New,,,,,,,,,,Co-Founder & CEO,,,Cold,,Solution Design,,Others,C,Lead,,,
655193000001701091,655193000001491001,  -   ,46,,Lead - Attempt to Contact,10,655193000001491001,655193000001491001,7/11/24 16:03,9/18/24 11:35,USD,0,9/18/24 11:35,,,,9/18/24 11:35,,California,USA,Founder - SV,Focused,IT SAAS,,,,,,,,,,,,,,Yes,,New,,,,,,,,,,Executive,,,Cold,,Solution Design,,Others,C,Lead,,,
655193000001701082,655193000001491001,  -   ,47,,Lead - Attempt to Contact,10,655193000001491001,655193000001491001,7/11/24 16:03,9/18/24 12:16,USD,0,9/18/24 12:16,,,,9/18/24 12:16,,California,USA,Founder - SV,Focused,IT SAAS,,,,,,,,,,,,,,Yes,,New,,,,,,,,,,Chief Scientific Officer & Co-Founder,,,Cold,,Solution Design,,Others,C,Lead,,,
655193000001701067,655193000001491001,  -   ,48,,Lead - Attempt to Contact,10,655193000001491001,655193000001491001,7/11/24 16:03,9/18/24 11:35,USD,0,9/18/24 11:35,,,,9/18/24 11:35,,California,USA,Founder - SV,Focused,IT SAAS,,,,,,,,,,,,,,Yes,,New,,,,,,,,,,Chief Executive Officer and President,,,Cold,,Solution Design,,Others,C,Lead,,,
655193000001700961,655193000001491001,  -   ,49,,Lead - Attempt to Contact,10,655193000001491001,655193000001491001,7/11/24 16:03,9/18/24 12:16,USD,0,9/18/24 12:16,,,,9/18/24 12:16,,California,USA,Founder - SV,Focused,IT SAAS,,,,,,,,,,,,,,Yes,,New,,,,,,,,,,Co-Founder,,,Cold,,Solution Design,,Others,C,Lead,,,
655193000001700959,655193000001491001,  -   ,50,,Lead - Attempt to Contact,10,655193000001491001,655193000001491001,7/11/24 16:03,9/18/24 11:35,USD,0,9/18/24 11:35,,,,9/18/24 11:35,,California,USA,Founder - SV,Focused,IT SAAS,,,,,,,,,,,,,,Yes,,New,,,,,,,,,,Chairman & CEO,,,Cold,,Solution Design,,Others,C,Lead,,,
655193000001700956,655193000001491001,  -   ,51,,Lead - Attempt to Contact,10,655193000001491001,655193000001491001,7/11/24 16:03,9/18/24 11:29,USD,0,9/18/24 11:29,,,,9/18/24 11:29,,California,USA,Founder - SV,Focused,IT SAAS,,,,,,,,,,,,,,Yes,,New,,,,,,,,,,Chief Revenue Officer (CRO),,,Cold,,Solution Design,,Others,C,Lead,,,
655193000001700955,655193000001491001,  -   ,52,,Lead - Attempt to Contact,10,655193000001491001,655193000001491001,7/11/24 16:03,9/18/24 12:16,USD,0,9/18/24 12:16,,,,9/18/24 12:16,,California,USA,Founder - SV,Focused,IT SAAS,,,,,,,,,,,,,,Yes,,New,,,,,,,,,,Chief Executive Officer,,,Cold,,Solution Design,,Others,C,Lead,,,
655193000001700948,655193000001491001,  -   ,53,,Lead - Attempt to Contact,10,655193000001491001,655193000001491001,7/11/24 16:03,9/18/24 11:29,USD,0,9/18/24 11:29,,,,9/18/24 11:29,,California,USA,Founder - SV,Focused,IT SAAS,,,,,,,,,,,,,,Yes,,New,,,,,,,,,,CEO & Founder,,,Cold,,Solution Design,,Others,C,Lead,,,
655193000001700935,655193000001491001,  -   ,54,,Lead - Attempt to Contact,10,655193000001491001,655193000001491001,7/11/24 16:03,9/18/24 11:29,USD,0,9/18/24 11:29,,,,9/18/24 11:29,,California,USA,Founder - SV,Focused,IT SAAS,,,,,,,,,,,,,,Yes,,New,,,,,,,,,,Founder & CEO,,,Cold,,Solution Design,,Others,C,Lead,,,
655193000001701160,655193000001491001,  -   ,55,,Lead - Attempt to Contact,10,655193000001491001,655193000001491001,7/11/24 16:03,9/18/24 11:29,USD,0,9/18/24 11:29,,,,9/18/24 11:29,,California,USA,Founder - SV,Focused,IT SAAS,,,,,,,,,,,,,,Yes,,New,,,,,,,,,,President & CEO,,,Cold,,Solution Design,,Others,C,Lead,,,
655193000001701138,655193000001491001,  -   ,56,,Lead - Attempt to Contact,10,655193000001491001,655193000001491001,7/11/24 16:03,9/18/24 11:29,USD,0,9/18/24 11:29,,,,9/18/24 11:29,,California,USA,Founder - SV,Focused,IT SAAS,,,,,,,,,,,,,,Yes,,New,,,,,,,,,,Member Board of Directors,,,Cold,,Solution Design,,Others,C,Lead,,,
655193000001701134,655193000001491001,  -   ,57,,Lead - Attempt to Contact,10,655193000001491001,655193000001491001,7/11/24 16:03,9/18/24 11:29,USD,0,9/18/24 11:29,,,,9/18/24 11:29,,California,USA,Founder - SV,Focused,IT SAAS,,,,,,,,,,,,,,Yes,,New,,,,,,,,,,CEO,,,Cold,,Solution Design,,Others,C,Lead,,,
655193000001701129,655193000001491001,  -   ,58,,Lead - Attempt to Contact,10,655193000001491001,655193000001491001,7/11/24 16:03,9/18/24 11:29,USD,0,9/18/24 11:29,,,,9/18/24 11:29,,California,USA,Founder - SV,Focused,IT SAAS,,,,,,,,,,,,,,Yes,,New,,,,,,,,,,Co-Founder and CEO,,,Cold,,Solution Design,,Others,C,Lead,,,
655193000001701116,655193000001491001,  -   ,59,,Lead - Attempt to Contact,10,655193000001491001,655193000001491001,7/11/24 16:03,9/18/24 11:29,USD,0,9/18/24 11:29,,,,9/18/24 11:29,,California,USA,Founder - SV,Focused,IT SAAS,,,,,,,,,,,,,,Yes,,New,,,,,,,,,,Founder & CEO,,,Cold,,Solution Design,,Others,C,Lead,,,
655193000001701109,655193000001491001,  -   ,60,,Lead - Attempt to Contact,10,655193000001491001,655193000001491001,7/11/24 16:03,9/18/24 11:29,USD,0,9/18/24 11:29,,,,9/18/24 11:29,,California,USA,Founder - SV,Focused,IT SAAS,,,,,,,,,,,,,,Yes,,New,,,,,,,,,,Chief Product Officer,,,Cold,,Solution Design,,Others,C,Lead,,,
655193000001701105,655193000001491001,  -   ,61,,Lead - Attempt to Contact,10,655193000001491001,655193000001491001,7/11/24 16:03,9/18/24 11:29,USD,0,9/18/24 11:29,,,,9/18/24 11:29,,California,USA,Founder - SV,Focused,IT SAAS,,,,,,,,,,,,,,Yes,,New,,,,,,,,,,Founder & CEO,,,Cold,,Solution Design,,Others,C,Lead,,,
655193000001701101,655193000001491001,  -   ,62,,Lead - Attempt to Contact,10,655193000001491001,655193000001491001,7/11/24 16:03,9/18/24 11:29,USD,0,9/18/24 11:29,,,,9/18/24 11:29,,California,USA,Founder - SV,Focused,IT SAAS,,,,,,,,,,,,,,Yes,,New,,,,,,,,,,Chief Executive Officer & Board Director,,,Cold,,Solution Design,,Others,C,Lead,,,
655193000001701097,655193000001491001,  -   ,63,,Lead - Attempt to Contact,10,655193000001491001,655193000001491001,7/11/24 16:03,9/18/24 11:29,USD,0,9/18/24 11:29,,,,9/18/24 11:29,,California,USA,Founder - SV,Focused,IT SAAS,,,,,,,,,,,,,,Yes,,New,,,,,,,,,,Co-Founder & CEO,,,Cold,,Solution Design,,Others,C,Lead,,,
655193000001701096,655193000001491001,  -   ,64,,Lead - Attempt to Contact,10,655193000001491001,655193000001491001,7/11/24 16:03,9/18/24 11:29,USD,0,9/18/24 11:29,,,,9/18/24 11:29,,California,USA,Founder - SV,Focused,IT SAAS,,,,,,,,,,,,,,Yes,,New,,,,,,,,,,President & CEO,,,Cold,,Solution Design,,Others,C,Lead,,,
655193000001701072,655193000001491001,  -   ,65,,Lead - Attempt to Contact,10,655193000001491001,655193000001491001,7/11/24 16:03,9/18/24 11:29,USD,0,9/18/24 11:29,,,,9/18/24 11:29,,California,USA,Founder - SV,Focused,IT SAAS,,,,,,,,,,,,,,Yes,,New,,,,,,,,,,VP of Product,,,Cold,,Solution Design,,Others,C,Lead,,,
655193000001701071,655193000001491001,  -   ,66,,Lead - Attempt to Contact,10,655193000001491001,655193000001491001,7/11/24 16:03,9/18/24 11:29,USD,0,9/18/24 11:29,,,,9/18/24 11:29,,California,USA,Founder - SV,Focused,IT SAAS,,,,,,,,,,,,,,Yes,,New,,,,,,,,,,Strategic Account Director,,,Cold,,Solution Design,,Others,C,Lead,,,
655193000001701066,655193000001491001,  -   ,67,,Lead - Attempt to Contact,10,655193000001491001,655193000001491001,7/11/24 16:03,9/18/24 11:29,USD,0,9/18/24 11:29,,,,9/18/24 11:29,,California,USA,Founder - SV,Focused,IT SAAS,,,,,,,,,,,,,,Yes,,New,,,,,,,,,,CEO & Co-founder,,,Cold,,Solution Design,,Others,C,Lead,,,
